Buellingen|be|Liege|5340|50.41|6.26|
Buetgenbach|be|Liege|5516|50.43|6.2|
Burdinne|be|Liege|2799|50.58|5.07|
Burg-Reuland|be|Liege|3847|50.2|6.13|
Chaudfontaine|be|Liege|20960|50.58|5.63|
Clavier|be|Liege|4092|50.42|5.37|
Comblain-au-Pont|be|Liege|5308|50.47|5.58|
Crisnee|be|Liege|2587|50.72|5.4|
Dalhem|be|Liege|6391|50.72|5.72|
Dison|be|Liege|13642|50.62|5.85|
Donceel|be|Liege|2712|50.65|5.32|
Engis|be|Liege|5737|50.58|5.42|
Esneux|be|Liege|13497|50.53|5.57|
Eupen|be|Liege|18029|50.63|6.03|
Faimes|be|Liege|3349|50.67|5.27|
Ferrieres|be|Liege|4434|50.4|5.6|
Fexhe-le-Haut-Clocher|be|Liege|3082|50.67|5.4|
Flemalle|be|Liege|25144|50.62|5.47|
Fleron|be|Liege|15994|50.62|5.69|
Geer|be|Liege|2682|50.67|5.17|
Grace-Hollogne|be|Liege|21357|50.68|5.2|
Hamoir|be|Liege|3500|50.43|5.53|
Hannut|be|Liege|14129|50.67|5.08|
Heron|be|Liege|4305|50.55|5.1|
Herstal|be|Liege|36503|50.67|5.63|
Herve|be|Liege|16544|50.63|5.8|
Huy|be|Liege|19973|50.52|5.23|
Jalhay|be|Liege|7688|50.57|5.97|
Juprelle|be|Liege|8354|50.72|5.53|
Kelmis|be|Liege|10232|50.71|6|
Liege|be|Liege|182597|50.64|5.57|
Lierneux|be|Liege|3332|50.28|5.8|
Limbourg|be|Liege|5612|50.62|5.93|
Lincent|be|Liege|2884|50.72|5.03|
Lontzen|be|Liege|4862|50.68|6|
Malmedy|be|Liege|11514|50.42|6.03|
Marchin|be|Liege|5063|50.47|5.23|
Modave|be|Liege|3825|50.45|5.3|
Nandrin|be|Liege|5480|50.5|5.42|
Olne|be|Liege|3836|50.58|5.75|
Oreye|be|Liege|3373|50.73|5.37|
Ouffet|be|Liege|2477|50.43|5.47|
Oupeye|be|Liege|23594|50.7|5.65|
Pepinster|be|Liege|9530|50.57|5.82|
Plombieres|be|Liege|9596|50.73|5.95|
Raeren|be|Liege|9925|50.68|6.12|
Remicourt|be|Liege|5050|50.68|5.33|
Saint-Georges-sur-Meuse|be|Liege|6016|50.6|5.36|
Saint-Nicolas|be|Liege|22586|50.63|5.53|
Sankt Vith|be|Liege|9135|50.29|6.13|
Seraing|be|Liege|60737|50.6|5.48|
Soumagne|be|Liege|15237|50.62|5.75|
Spa|be|Liege|10756|50.5|5.87|
Sprimont|be|Liege|12945|50.5|5.67|
Stavelot|be|Liege|6646|50.38|5.93|
Stoumont|be|Liege|2970|50.42|5.8|
Theux|be|Liege|11587|50.53|5.82|
Thimister-Clermont|be|Liege|5382|50.65|5.87|
Tinlot|be|Liege|2236|50.48|5.37|
Trois-Ponts|be|Liege|2533|50.37|5.87|
Trooz|be|Liege|7559|50.57|5.68|
Verlaine|be|Liege|3600|50.6|5.32|
Verviers|be|Liege|52824|50.58|5.87|
Villers-le-Bouillet|be|Liege|6059|50.58|5.27|
Vise|be|Liege|17054|50.74|5.7|
Waimes|be|Liege|6661|50.42|6.12|
Wanze|be|Liege|12918|50.53|5.22|
Waremme|be|Liege|13737|50.68|5.25|
Wasseiges|be|Liege|2471|50.62|5|
Welkenraedt|be|Liege|9006|50.65|5.97|
Alken|be|Limburg|10933|50.87|5.3|
As|be|Limburg|7250|51.02|5.58|
Beringen|be|Limburg|40930|51.05|5.22|
Bilzen|be|Limburg|29622|50.87|5.52|
Bocholt|be|Limburg|12346|51.17|5.58|
Borgloon|be|Limburg|9955|50.8|5.33|
Bree|be|Limburg|14363|51.13|5.6|
Diepenbeek|be|Limburg|17699|50.9|5.4|
Dilsen-Stokkem|be|Limburg|18898|51.03|5.73|
Genk|be|Limburg|63666|50.97|5.5|
Gingelom|be|Limburg|7930|50.75|5.12|
Halen|be|Limburg|8548|50.95|5.1|
Hamont-Achel|be|Limburg|13740|51.25|5.55|
Hasselt|be|Limburg|69222|50.93|5.33|
Hechtel-Eksel|be|Limburg|11260|51.14|5.35|
Heers|be|Limburg|6689|50.75|5.28|
Herk-de-Stad|be|Limburg|11566|50.93|5.17|
Herstappe|be|Limburg|93|50.73|5.42|
Heusden-Zolder|be|Limburg|30988|51.03|5.26|
Hoeselt|be|Limburg|9265|50.85|5.48|
Houthalen-Helchteren|be|Limburg|29362|51.03|5.38|
Kinrooi|be|Limburg|11946|51.15|5.75|
Kortessem|be|Limburg|8042|50.87|5.37|
Lanaken|be|Limburg|24771|50.88|5.65|
Leopoldsburg|be|Limburg|14149|51.12|5.25|
Lommel|be|Limburg|31993|51.23|5.3|
Lummen|be|Limburg|13689|50.98|5.2|
Maaseik|be|Limburg|23684|51.1|5.8|
Maasmechelen|be|Limburg|36251|50.82|5.67|
Meeuwen-Gruitrode|be|Limburg|12527|51.1|5.52|
Neerpelt|be|Limburg|16122|51.22|5.42|
Nieuwerkerken|be|Limburg|6466|50.87|5.18|
Opglabbeek|be|Limburg|9452|51.05|5.58|
Overpelt|be|Limburg|13344|51.22|5.41|
Peer|be|Limburg|15551|51.13|5.47|
Riemst|be|Limburg|15809|50.8|5.6|
Sint-Truiden|be|Limburg|37859|50.8|5.2|
Tessenderlo|be|Limburg|16574|51.07|5.08|
Tongeren|be|Limburg|29816|50.78|5.47|
Voeren|be|Limburg|4235|50.75|5.81|
Wellen|be|Limburg|6804|50.85|5.32|
Zonhoven|be|Limburg|19922|50.98|5.35|
Zutendaal|be|Limburg|6962|50.93|5.57|
Arlon|be|Luxemburg|26179|49.68|5.82|
Attert|be|Luxemburg|4491|49.77|5.78|
Aubange|be|Luxemburg|14932|49.58|5.8|
Bastogne|be|Luxemburg|14395|50|5.72|
Bertogne|be|Luxemburg|2852|50.08|5.67|
Bertrix|be|Luxemburg|8063|49.85|5.25|
Bouillon|be|Luxemburg|5347|49.8|5.07|
Chiny|be|Luxemburg|4897|49.73|5.33|
Daverdisse|be|Luxemburg|1299|50.02|5.12|
Durbuy|be|Luxemburg|10251|50.35|5.47|
Erezee|be|Luxemburg|2930|50.3|5.56|
Etalle|be|Luxemburg|5228|49.68|5.6|
Fauvillers|be|Luxemburg|1952|49.85|5.67|
Florenville|be|Luxemburg|5464|49.7|5.3|
Gouvy|be|Luxemburg|4706|50.19|5.94|
Habay|be|Luxemburg|7704|49.73|5.62|
Herbeumont|be|Luxemburg|1612|49.78|5.23|
Hotton|be|Luxemburg|4969|50.27|5.45|
Houffalize|be|Luxemburg|4614|50.13|5.78|
La Roche-en-Ardenne|be|Luxemburg|4200|50.18|5.58|
Leglise|be|Luxemburg|3865|49.8|5.54|
Libin|be|Luxemburg|4609|49.98|5.25|
Libramont-Chevigny|be|Luxemburg|9831|49.92|5.38|
Manhay|be|Luxemburg|3128|50.3|5.67|
Marche-en-Famenne|be|Luxemburg|16856|50.2|5.33|
Martelange|be|Luxemburg|1440|49.83|5.73|
Meix-devant-Virton|be|Luxemburg|2637|49.6|5.48|
Messancy|be|Luxemburg|7144|49.6|5.82|
Musson|be|Luxemburg|4225|49.57|5.7|
Nassogne|be|Luxemburg|5081|50.13|5.35|
Neufchateau|be|Luxemburg|6416|49.83|5.44|
Paliseul|be|Luxemburg|5037|49.9|5.13|
Rendeux|be|Luxemburg|2320|50.23|5.5|
Rouvroy|be|Luxemburg|1946|49.53|5.5|
Saint-Hubert|be|Luxemburg|5538|50.02|5.38|
Saint-Leger|be|Luxemburg|3092|49.61|5.66|
Sainte-Ode|be|Luxemburg|2310|50.08|5.53|
Tellin|be|Luxemburg|2353|50.08|5.22|
Tenneville|be|Luxemburg|2510|50.1|5.53|
Tintigny|be|Luxemburg|3538|49.68|5.52|
Vaux-sur-Sure|be|Luxemburg|4581|49.92|5.58|
Vielsalm|be|Luxemburg|7291|50.28|5.92|
Virton|be|Luxemburg|11259|49.57|5.53|
Wellin|be|Luxemburg|2937|50.08|5.12|
Andenne|be|Namur|24055|50.48|5.1|
Anhee|be|Namur|7125|50.31|4.88|
Assesse|be|Namur|6279|50.37|5.02|
Beauraing|be|Namur|8242|50.12|4.97|
Bievre|be|Namur|3207|49.92|5.02|
Cerfontaine|be|Namur|4500|50.17|4.42|
Ciney|be|Namur|14830|50.3|5.1|
Couvin|be|Namur|13518|50.05|4.48|
Dinant|be|Namur|12875|50.27|4.92|
Doische|be|Namur|2739|50.13|4.75|
Eghezee|be|Namur|14352|50.59|4.92|
Floreffe|be|Namur|7480|50.43|4.78|
Florennes|be|Namur|10723|50.25|4.62|
Fosses-la-Ville|be|Namur|9062|50.4|4.7|
Gedinne|be|Namur|4416|49.98|4.93|
Gembloux|be|Namur|21676|50.57|4.68|
Gesves|be|Namur|6150|50.4|5.07|
Hamois|be|Namur|6662|50.33|5.13|
Hastiere|be|Namur|5147|50.22|4.83|
Havelange|be|Namur|4790|50.38|5.23|
Houyet|be|Namur|4505|50.18|5.02|
Jemeppe-sur-Sambre|be|Namur|17774|50.46|4.67|
La Bruyere|be|Namur|8194|50.38|4.61|
Mettet|be|Namur|12014|50.32|4.67|
Namur|be|Namur|106284|50.47|4.87|
Ohey|be|Namur|4324|50.43|5.13|
Onhaye|be|Namur|3014|50.25|4.83|
Philippeville|be|Namur|8051|50.2|4.53|
Profondeville|be|Namur|11401|50.38|4.87|
Rochefort|be|Namur|11978|50.17|5.22|
Sombreffe|be|Namur|7452|50.52|4.6|
Somme-Leuze|be|Namur|4532|50.33|5.37|
Vresse-sur-Semois|be|Namur|2921|49.87|4.93|
Walcourt|be|Namur|17501|50.25|4.42|
Yvoir|be|Namur|8169|50.33|4.88|
Alveringem|be|West Flanders|4910|51.02|2.72|
Anzegem|be|West Flanders|13920|50.83|3.47|
Ardooie|be|West Flanders|9161|50.98|3.2|
Avelgem|be|West Flanders|9106|50.77|3.43|
Beernem|be|West Flanders|14512|51.15|3.33|
Blankenberge|be|West Flanders|18230|51.32|3.13|
Bredene|be|West Flanders|14862|51.23|2.97|
Brugge|be|West Flanders|116709|51.22|3.23|
Damme|be|West Flanders|10924|51.25|3.28|
De Haan|be|West Flanders|11766|51.27|3.03|
De Panne|be|West Flanders|9799|51.1|2.58|
Deerlijk|be|West Flanders|11292|50.85|3.35|
Dentergem|be|West Flanders|8038|50.97|3.42|
Diksmuide|be|West Flanders|15515|51.03|2.87|
Gistel|be|West Flanders|11084|51.17|2.95|
Harelbeke|be|West Flanders|25978|50.85|3.3|
Hooglede|be|West Flanders|9900|50.98|3.08|
Houthulst|be|West Flanders|8951|50.98|2.95|
Ichtegem|be|West Flanders|13582|51.1|3|
Ieper|be|West Flanders|35089|50.85|2.88|
Ingelmunster|be|West Flanders|10603|50.92|3.25|
Izegem|be|West Flanders|26382|50.92|3.2|
Jabbeke|be|West Flanders|13488|51.18|3.08|
Knokke-Heist|be|West Flanders|33781|51.35|3.27|
Koekelare|be|West Flanders|8317|51.08|2.97|
Koksijde|be|West Flanders|21027|51.1|2.65|
Kortemark|be|West Flanders|11937|51.03|3.03|
Kortrijk|be|West Flanders|73879|50.83|3.27|
Kuurne|be|West Flanders|12638|50.85|3.28|
Langemark-Poelkapelle|be|West Flanders|7755|50.92|2.92|
Ledegem|be|West Flanders|9102|50.85|3.12|
Lendelede|be|West Flanders|5393|50.88|3.23|
Lichtervelde|be|West Flanders|8169|51.03|3.15|
Lo-Reninge|be|West Flanders|3300|50.95|2.79|
Menen|be|West Flanders|31916|50.8|3.12|
Mesen|be|West Flanders|975|50.77|2.9|
Meulebeke|be|West Flanders|10948|50.95|3.28|
Middelkerke|be|West Flanders|17789|51.18|2.82|
Moorslede|be|West Flanders|10720|50.88|3.07|
Nieuwpoort|be|West Flanders|10845|51.13|2.75|
Oostkamp|be|West Flanders|21489|51.15|3.23|
Oostrozebeke|be|West Flanders|7489|50.92|3.33|
Ostend|be|West Flanders|69011|51.22|2.92|
Oudenburg|be|West Flanders|8752|51.18|3|
Pittem|be|West Flanders|6589|51|3.27|
Poperinge|be|West Flanders|19537|50.85|2.72|
Roeselare|be|West Flanders|56016|50.95|3.13|
Ruiselede|be|West Flanders|5129|51.05|3.4|
Spiere-Helkijn|be|West Flanders|2070|50.72|3.36|
Staden|be|West Flanders|10786|50.98|3.02|
Tielt|be|West Flanders|19299|51|3.33|
Torhout|be|West Flanders|18933|51.07|3.1|
Veurne|be|West Flanders|11983|51.07|2.67|
Waregem|be|West Flanders|35896|50.88|3.42|
Wervik|be|West Flanders|17340|50.78|3.03|
Wevelgem|be|West Flanders|30954|50.8|3.17|
Wielsbeke|be|West Flanders|8828|50.9|3.37|
Wingene|be|West Flanders|12887|51.07|3.27|
Zedelgem|be|West Flanders|21968|51.15|3.13|
Zonnebeke|be|West Flanders|11581|50.87|2.98|
Zuienkerke|be|West Flanders|2736|51.27|3.17|
Zwevegem|be|West Flanders|23358|50.8|3.33|
Boromo|bf|Bale|13240|11.75|-2.93|
Kongoussi|bf|Bam|26338|13.32|-1.53|
Solenzo|bf|Banwa|10451|12.18|-4.09|
Kombissiri|bf|Bazega|19180|12.07|-1.34|
Diebougou|bf|Bougouriba|12814|10.96|-3.25|
Garango|bf|Boulgou|29076|11.8|-0.55|
Tenkodogo|bf|Boulgou|37123|11.77|-0.36|
Gouloure|bf|Boulkiemde|6719|12.23|-1.93|
Kokologo|bf|Boulkiemde|25958|12.2|-1.88|
Koudougou|bf|Boulkiemde|86965|12.25|-2.37|
Pitmoaga|bf|Boulkiemde|8041|12.25|-1.89|
Banfora|bf|Comoe|63883|10.63|-4.76|
Zorgo|bf|Ganzourgou|19789|12.24|-0.61|
Bogande|bf|Gnagna|9916|12.97|-0.14|
Fada Ngourma|bf|Gourma|34726|12.06|0.36|
Bobo Dioulasso|bf|Houet|370809|11.18|-4.29|
Dano|bf|Ioba|11224|11.15|-3.06|
Ouagadougou|bf|Kadiogo|1031330|12.37|-1.53|
Orodara|bf|Kenedougou|18635|10.97|-4.91|
Gayeri|bf|Komandjari|2004|12.63|0.49|
Pama|bf|Kompienga|14028|11.24|-0.72|
Nouna|bf|Kossi|21144|12.73|-3.87|
Ouargaye|bf|Koulpelogo|30726|11.54|0.02|
Koupela|bf|Kouritenga|19850|12.18|-0.36|
Bousse|bf|Kourweogo|11093|13.1|-3.41|
Sindou|bf|Leraba|3942|10.66|-5.17|
Titao|bf|Loroum|15872|13.26|-2.05|
Dedougou|bf|Mouhoun|47235|12.46|-3.47|
Po|bf|Nahouri|21003|11.17|-1.14|
Boulsa|bf|Namentenga|17623|12.66|-0.57|
Toma|bf|Nayala|9926|12.65|-4.43|
Batie|bf|Noumbiel|6525|9.87|-2.92|
Ziniare|bf|Oubritenga|12783|12.58|-1.3|
Gorom-Gorom|bf|Oudalan|6743|14.44|-0.23|
Yako|bf|Passore|23080|12.96|-2.27|
Gaoua|bf|Poni|7300|10.33|-3.18|
Reo|bf|Sanguie|24616|12.32|-2.47|
Kaya|bf|Sanmatenga|39130|13.09|-1.09|
Dori|bf|Seno|27554|14.04|-0.03|
Leo|bf|Sissili|21151|11.1|-2.1|
Djibo|bf|Soum|22821|14.1|-1.63|
Tougan|bf|Sourou|17702|13.07|-3.08|
Diapaga|bf|Tapoa|24302|12.08|1.79|
Hounde|bf|Tuy|23617|11.49|-3.52|
Sebba|bf|Yagha|4895|13.43|-1.46|
Ouahigouya|bf|Yatenga|61439|13.57|-2.42|
Sapouy|bf|Ziro|3862|11.55|-1.78|
Gourcy|bf|Zondoma|17982|13.21|-2.36|
Manga|bf|Zoundweogo|15269|11.66|-1.07|
Bansko|bg|Blagoevgrad|8412|41.84|23.5|
Belica|bg|Blagoevgrad|3334|41.95|23.56|
Blagoevgrad|bg|Blagoevgrad|69547|42.03|23.09|
Goce Delcev|bg|Blagoevgrad|19301|41.58|23.74|
Hadzidimovo|bg|Blagoevgrad|2907|41.52|23.85|
Jakoruda|bg|Blagoevgrad|5931|42.02|23.69|
Kresna|bg|Blagoevgrad|3756|41.78|23.18|
Melnik|bg|Blagoevgrad|251|41.52|23.38|
Petric|bg|Blagoevgrad|29956|41.4|23.22|
Razlog|bg|Blagoevgrad|12347|41.89|23.48|
Sandanski|bg|Blagoevgrad|26282|41.56|23.29|
Simitli|bg|Blagoevgrad|7275|41.9|23.11|
Ahtopol|bg|Burgas|857|42.1|27.94|
Ajtos|bg|Burgas|21177|42.72|27.26|
Balgarovo|bg|Burgas|2344|42.62|27.3|
Burgas|bg|Burgas|188554|42.51|27.47|
Carevo|bg|Burgas|5023|42.12|27.93|
Kableskovo|bg|Burgas|2651|42.67|27.58|
Kameno|bg|Burgas|5133|42.58|27.3|
Karnobat|bg|Burgas|19902|42.66|26.99|
Malko Tarnovo|bg|Burgas|2920|41.98|27.53|
Nesebar|bg|Burgas|5864|42.67|27.72|
Obzor|bg|Burgas|1864|42.82|27.87|
Pomorie|bg|Burgas|12941|42.58|27.64|
Primorsko|bg|Burgas|1807|42.27|27.75|
Sozopol|bg|Burgas|3548|42.42|27.7|
Sredec|bg|Burgas|9362|42.35|27.19|
Sungurlare|bg|Burgas|3441|42.76|26.77|
Tvardica|bg|Burgas|6434|42.71|25.86|
Balcik|bg|Dobric|10718|43.41|28.17|
Dobric|bg|Dobric|92309|43.58|27.83|
General-Tosevo|bg|Dobric|7413|43.71|28.04|
Kavarna|bg|Dobric|10626|43.44|28.34|
Loznica|bg|Dobric|2512|43.95|27.91|
Sabla|bg|Dobric|3603|43.55|28.54|
Tervel|bg|Dobric|7019|43.75|27.42|
Drjanovo|bg|Gabrovo|8017|42.98|25.48|
Gabrovo|bg|Gabrovo|61109|42.9|25.31|
Plackovci|bg|Gabrovo|2098|42.83|25.47|
Sevlievo|bg|Gabrovo|23574|43.03|25.1|
Trjavna|bg|Gabrovo|10180|42.87|25.5|
Dimitrovgrad|bg|Haskovo|42827|42.06|25.61|
Harmanli|bg|Haskovo|20065|41.93|25.91|
Haskovo|bg|Haskovo|78865|41.94|25.56|
Ivajlovgrad|bg|Haskovo|4451|41.53|26.12|
Ljubimec|bg|Haskovo|7623|41.85|26.09|
Madzarovo|bg|Haskovo|1050|41.64|25.88|
Mericleri|bg|Haskovo|2233|42.13|25.5|
Simeonovgrad|bg|Haskovo|7509|42.04|25.84|
Svilengrad|bg|Haskovo|17378|41.78|26.2|
Boljarovo|bg|Jambol|1474|42.15|26.83|
Elhovo|bg|Jambol|11723|42.17|26.57|
Jambol|bg|Jambol|75290|42.5|26.52|
Straldza|bg|Jambol|5865|42.61|26.69|
Topolovgrad|bg|Jambol|5824|42.09|26.33|
Ardino|bg|Kardzali|3497|41.59|25.14|
Dzebel|bg|Kardzali|2309|41.46|25.29|
Kardzali|bg|Kardzali|44097|41.65|25.37|
Krumovgrad|bg|Kardzali|4478|41.48|25.67|
Momcilgrad|bg|Kardzali|6974|41.54|25.42|
Bobosevo|bg|Kjustendil|1528|42.18|22.99|
Bobovdol|bg|Kjustendil|7222|42.38|23.01|
Dupnica|bg|Kjustendil|38656|42.27|23.12|
Kjustendil|bg|Kjustendil|47315|42.3|22.69|
Kocerinovo|bg|Kjustendil|2431|42.09|23.07|
Rila|bg|Kjustendil|2936|42.12|23.12|
Sapareva Banja|bg|Kjustendil|4150|42.2|23.3|
Zemen|bg|Kjustendil|2145|42.47|22.76|
Aprilci|bg|Lovec|3218|42.84|24.92|
Jablanica|bg|Lovec|2662|42.97|24.06|
Letnica|bg|Lovec|3980|43.3|25.05|
Lovec|bg|Lovec|39788|43.15|24.72|
Lukovit|bg|Lovec|9020|43.22|24.16|
Sopot|bg|Lovec|10141|43.04|24.42|
Teteven|bg|Lovec|10697|42.93|24.28|
Trojan|bg|Lovec|22431|42.9|24.72|
Ugarcin|bg|Lovec|2896|43.1|24.42|
Berkovica|bg|Montana|13574|43.24|23.14|
Bojcinovci|bg|Montana|1950|43.47|23.33|
Brusarci|bg|Montana|1391|43.66|23.08|
Ciprovci|bg|Montana|2277|43.39|22.88|
Lom|bg|Montana|24906|43.83|23.25|
Montana|bg|Montana|44982|43.42|23.23|
Valcedram|bg|Montana|4387|43.69|23.45|
Varsec|bg|Montana|6279|43.2|23.28|
Batak|bg|Pazardzik|4103|41.95|24.22|
Belovo|bg|Pazardzik|4533|42.2|24.02|
Bracigovo|bg|Pazardzik|4600|42.02|24.37|
Koprivstica|bg|Pazardzik|2618|42.64|24.35|
Panagjuriste|bg|Pazardzik|18755|42.51|24.18|
Pazardzik|bg|Pazardzik|76254|42.2|24.33|
Pestera|bg|Pazardzik|19161|42.04|24.31|
Rakitovo|bg|Pazardzik|8029|42|24.1|
Septemvri|bg|Pazardzik|8741|42.22|24.13|
Strelca|bg|Pazardzik|4699|42.51|24.32|
Velingrad|bg|Pazardzik|24129|42.03|24|
Bankja|bg|Pernik|8104|42.71|23.14|
Batanovci|bg|Pernik|2532|42.6|22.98|
Breznik|bg|Pernik|4150|42.75|22.92|
Pernik|bg|Pernik|82185|42.61|23.03|
Radomir|bg|Pernik|14971|42.56|22.97|
Tran|bg|Pernik|2608|42.83|22.65|
Belene|bg|Pleven|10401|43.65|25.14|
Cerven Brjag|bg|Pleven|17478|43.28|24.13|
Dolna Mitropolija|bg|Pleven|3746|43.47|24.52|
Dolni Dabnik|bg|Pleven|5561|43.4|24.44|
Guljanci|bg|Pleven|4135|43.65|24.7|
Levski|bg|Pleven|13203|43.37|25.15|
Nikopol|bg|Pleven|4884|43.7|24.9|
Pleven|bg|Pleven|132542|43.42|24.62|
Pordim|bg|Pleven|2711|43.38|24.85|
Slavjanovo|bg|Pleven|5160|43.47|24.88|
Trastenik|bg|Pleven|5627|43.52|24.48|
Varbica|bg|Pleven|3644|43.47|24.7|
Asenovgrad|bg|Plovdiv|50735|42.02|24.88|
Brezovo|bg|Plovdiv|1920|42.36|25.08|
Car Kalojan|bg|Plovdiv|4425|42.02|24.7|
Hisarja|bg|Plovdiv|8420|42.51|24.71|
Kalofer|bg|Plovdiv|3736|42.62|24.98|
Karlovo|bg|Plovdiv|24464|42.66|24.81|
Klisura|bg|Plovdiv|1708|42.7|24.45|
Kricim|bg|Plovdiv|8478|42.05|24.47|
Parvomaj|bg|Plovdiv|15472|42.1|25.22|
Perustica|bg|Plovdiv|5248|42.06|24.55|
Plovdiv|bg|Plovdiv|332088|42.15|24.75|
Rakovski|bg|Plovdiv|16009|42.29|24.97|
Sadovo|bg|Plovdiv|2461|42.14|24.95|
Saedinenie|bg|Plovdiv|6363|42.27|24.55|
Stambolijski|bg|Plovdiv|12406|42.14|24.55|
Isperih|bg|Razgrad|8276|43.72|26.83|
Kubrat|bg|Razgrad|7327|43.8|26.51|
Razgrad|bg|Razgrad|31791|43.53|26.53|
Senovo|bg|Razgrad|1481|43.65|26.36|
Zavet|bg|Razgrad|2979|43.76|26.68|
Bjala|bg|Ruse|1753|43.47|25.74|
Borovo|bg|Ruse|2520|43.49|25.81|
Dve Mogili|bg|Ruse|4561|43.6|25.88|
Ruse|bg|Ruse|157519|43.85|25.98|
Vetovo|bg|Ruse|4835|43.71|26.27|
Alfatar|bg|Silistra|1941|43.96|27.3|
Dulovo|bg|Silistra|6463|43.83|27.14|
Glavinica|bg|Silistra|1919|43.9|26.87|
Silistra|bg|Silistra|38166|44.11|27.27|
Tutrakan|bg|Silistra|9472|44.06|26.62|
Kermen|bg|Sliven|2172|42.51|26.26|
Kotel|bg|Sliven|7117|42.9|26.45|
Nova Zagora|bg|Sliven|24034|42.5|26.02|
Sivacevo|bg|Sliven|3827|42.69|26.03|
Sliven|bg|Sliven|94252|42.68|26.32|
Cepelare|bg|Smoljan|5342|41.74|24.69|
Devin|bg|Smoljan|6766|41.73|24.4|
Dospat|bg|Smoljan|2391|41.66|24.17|
Laki|bg|Smoljan|2720|41.85|24.82|
Madan|bg|Smoljan|7179|41.5|24.95|
Nedelino|bg|Smoljan|4676|41.46|25.09|
Rudozem|bg|Smoljan|4041|41.5|24.86|
Smoljan|bg|Smoljan|31870|41.59|24.7|
Zlatograd|bg|Smoljan|7673|41.39|25.11|
Sofia|bg|Sofija grad|1062065|42.69|23.31|
Botevgrad|bg|Sofijska oblast|20497|42.92|23.78|
Bozuriste|bg|Sofijska oblast|3832|42.75|23.17|
Buhovo|bg|Sofijska oblast|3069|42.77|23.57|
Dolna Banja|bg|Sofijska oblast|4471|42.32|23.71|
Dragoman|bg|Sofijska oblast|3196|42.93|22.93|
Elin Pelin|bg|Sofijska oblast|4699|42.67|23.6|
Etropole|bg|Sofijska oblast|11024|42.84|24.01|
Godec|bg|Sofijska oblast|4551|43.03|23.05|
Ihtiman|bg|Sofijska oblast|11554|42.45|23.83|
Kostenec|bg|Sofijska oblast|9660|42.31|23.87|
Kostinbrod|bg|Sofijska oblast|11239|42.82|23.22|
Novi Iskar|bg|Sofijska oblast|13194|42.81|23.33|
Pirdop|bg|Sofijska oblast|7923|42.71|24.19|
Pravec|bg|Sofijska oblast|5071|42.9|23.92|
Samokov|bg|Sofijska oblast|26582|42.35|23.57|
Slivnica|bg|Sofijska oblast|7821|42.86|23.05|
Svoge|bg|Sofijska oblast|7093|42.97|23.34|
Zlatica|bg|Sofijska oblast|4881|42.71|24.15|
Cirpan|bg|Stara Zagora|17622|42.2|25.33|
Galabovo|bg|Stara Zagora|9080|42.14|25.85|
Gurkovo|bg|Stara Zagora|2933|42.66|25.79|
Kazanlak|bg|Stara Zagora|50336|42.63|25.4|
Magliz|bg|Stara Zagora|3465|42.61|25.54|
Pavel Banja|bg|Stara Zagora|2800|42.59|25.2|
Radnevo|bg|Stara Zagora|13157|42.3|25.95|
Sipka|bg|Stara Zagora|1520|42.72|25.33|
Stara Zagora|bg|Stara Zagora|137760|42.42|25.63|
Kaolinovo|bg|Sumen|1489|43.62|27.1|
Kaspican|bg|Sumen|3211|43.32|27.16|
Novi Pazar|bg|Sumen|13017|43.35|27.2|
Pliska|bg|Sumen|1115|43.36|27.12|
Smjadovo|bg|Sumen|4262|43.07|27.02|
Sumen|bg|Sumen|85394|43.28|26.93|
Veliki Preslav|bg|Sumen|8669|43.16|26.82|
Antonovo|bg|Targoviste|1950|43.16|26.17|
Omurtag|bg|Targoviste|8858|43.11|26.43|
Opaka|bg|Targoviste|3353|43.45|26.18|
Popovo|bg|Targoviste|18836|43.36|26.23|
Targoviste|bg|Targoviste|42242|43.25|26.58|
Beloslav|bg|Varna|7817|43.18|27.71|
Bjala|bg|Varna|10284|42.88|27.88|
Dalgopol|bg|Varna|4911|43.06|27.35|
Devnja|bg|Varna|8442|43.23|27.6|
Iskar|bg|Varna|4109|43.39|27.48|
Provadija|bg|Varna|14253|43.18|27.45|
Suvorovo|bg|Varna|4514|43.34|27.6|
Valci Dol|bg|Varna|3403|43.41|27.55|
Varna|bg|Varna|307952|43.21|27.9|
Bjala Cerkva|bg|Veliko Tarnovo|2989|43.2|25.3|
Debelec|bg|Veliko Tarnovo|4396|43.04|25.63|
Dolna Orjahovica|bg|Veliko Tarnovo|3255|43.17|25.73|
Elena|bg|Veliko Tarnovo|6171|42.94|25.89|
Gorna Orjahovica|bg|Veliko Tarnovo|33317|43.13|25.7|
Kilifarevo|bg|Veliko Tarnovo|2484|42.98|25.63|
Ljaskovec|bg|Veliko Tarnovo|9000|43.11|25.73|
Nikolaevo|bg|Veliko Tarnovo|2834|43.32|25.98|
Pavlikeni|bg|Veliko Tarnovo|12129|43.24|25.31|
Polski Trambes|bg|Veliko Tarnovo|4815|43.37|25.63|
Strazica|bg|Veliko Tarnovo|5006|43.23|25.97|
Suhindol|bg|Veliko Tarnovo|2407|43.18|25.17|
Svistov|bg|Veliko Tarnovo|29762|43.62|25.35|
Veliko Tarnovo|bg|Veliko Tarnovo|64799|43.09|25.63|
Zlatarica|bg|Veliko Tarnovo|2847|43.05|25.9|
